SMPL: Simulated Industrial Manufacturing and Process Control Learning Environments	university of toronto	quartic ai	university of alberta	none	university of alberta	none	quartic.ai	none	shanghai jiaotong university	university of texas at arlington	none	university of toronto, nvidia, vector institute
Avalon: A Benchmark for RL Generalization Using Procedurally Generated Worlds	generally intelligent	generally intelligent	university of british columbia	generally intelligent	generally intelligent	generally intelligent	none	generally intelligent	generally intelligent	university of california berkeley	generally intelligent
Geoclidean: Few-Shot Generalization in Euclidean Geometry	stanford university	stanford university	stanford university
CLEVRER-Humans: Describing Physical and Causal Events the Human Way	mit	stanford university	stanford university	stanford university	stanford university
MOMA-LRG: Language-Refined Graphs for Multi-Object Multi-Actor Activity Parsing	stanford university	stanford university	computer science department, stanford university	stanford university	none	stanford university	stanford university	stanford university	stanford university	stanford university	stanford university	princeton university
CEDe: A collection of expert-curated datasets with atom-level entity annotations for Optical Chemical Structure Recognition	lg ai research	lg ai research	lg ai research	seoul national university	lg ai research	korea advanced institute of science & technology	ulsan national institute of science and technology	lg ai research	korea advanced institute of science and technology	university of illinois at chicago	lg ai research / u. michigan
Finding Naturally Occurring Physical Backdoors in Image Datasets	university of chicago	princeton university	university of chicago	none	university of chicago	university of chicago	university of chicago
ActionNet: A Multimodal Dataset for Human Activities Using Wearable Sensors in a Kitchen Environment	mit	computer science and artificial intelligence laboratory, mit	computer science and artificial intelligence laboratory, electrical engineering & computer science	massachusetts institute of technology	stanford university	mit	mit	massachusetts institute of technology
SkinCon: A skin disease dataset densely annotated by domain experts for fine-grained debugging and analysis	stanford	stanford university	stanford university	stanford university	stanford
Myriad: a real-world testbed to bridge trajectory optimization and deep learning	mila, université de montréal	montreal institute for learning algorithms, university of montreal, université de montréal	mila, université de montréal	stanford university
MVP-N: A Dataset and Benchmark for Real-World Multi-View Object Classification	seoul national university	seoul national university	sunmoon university	sunmoon univeristy	seoul national university
JAHS-Bench-201: A Foundation For Research On Joint Architecture And Hyperparameter Search	albert-ludwigs university of freiburg	university of freiburg	albert-ludwigs-universität freiburg	university of freiburg	university of freiburg & bosch
A Multi-Task Benchmark for Korean Legal Language Understanding and Judgement Prediction	lbox co., ltd.	lbox	none	none	kaist
Kantorovich Strikes Back! Wasserstein GANs are not Optimal Transport?	skolkovo institute of science and technology	the skolkovo institute of science and technology	skoltech
PEER: A Comprehensive and Multi-Task Benchmark for Protein Sequence Understanding	montreal institute for learning algorithms, university of montreal, university of montreal	montreal institute for learning algorithms, university of montreal, university of montreal	mila - quebec ai institute	mila - quebec ai institute	montreal institute for learning algorithms, university of montreal, université de montréal	university of hong kong	carnegie mellon university	mila
A Large Scale Search Dataset for Unbiased Learning to Rank	department of computer science and technology, tsinghua university	michigan state university	tencent inc.	michigan state university	none	baidu inc.	jd
AMOS: A Large-Scale Abdominal Multi-Organ Benchmark for Versatile Medical Image Segmentation	university of hong kong	hong kong university of science and technology	the university of hong kong	the chinese university of hong kong, shenzhen	the chinese university of hong kong,shenzhen	the chinese university of hong kong (shenzhen)	chinese university of hong kong, shenzhen	none	none	shenzhen research institute of big data	the university of hong kong
NAS-Bench-Graph: Benchmarking Graph Neural Architecture Search	tsinghua university, tsinghua university	tsinghua university	tsinghua university	tsinghua university	tsinghua university
Sample Efficiency Matters: A Benchmark for Practical Molecular Optimization	massachusetts institute of technology	georgia institute of technology	university of illinois, urbana champaign	mit
Benchmarking and Analyzing 3D Human Pose and Shape Estimation Beyond Algorithms	nanyang technological university	sensetime	the chinese university of hong kong	nanyang technological university	nanyang technological university
MATE: Benchmarking Multi-Agent Reinforcement Learning in Distributed Target Coverage Control	peking university	peking university	peking university	aig	ucla	peking university
How Transferable are Video Representations Based on Synthetic Data?	massachusetts institute of technology	boston university	massachusetts institute of technology	mit-ibm watson ai lab	goethe university frankfurt	weizmann institute of science	boston university	boston university & mit-ibm watson ai lab, ibm research	massachusetts institute of technology	mit-ibm watson ai lab, ibm research
Open High-Resolution Satellite Imagery: The WorldStrat Dataset – With Application to Super-Resolution	university college london	none	university of oxford
Wild-Time: A Benchmark of in-the-Wild Distribution Shift over Time	stanford university	computer science department, stanford university	none	stanford university	stanford university	stanford
Pile of Law: Learning Responsible Data Filtering from the Law and a 256GB Open-Source Legal Dataset	stanford university	stanford university	stanford university	computer science department, stanford university	stanford university	stanford university	stanford law
Is one annotation enough? -  A data-centric image classification benchmark for noisy and ambiguous label estimation	multimedia information processing group, university of kiel	christian-albrechts-universität kiel	kiel university	friedrich-loeffler-institut	isir, umr 7222	 rzeszow university of technology	natural resources institute finland (luke)	rheinische friedrich-wilhelms universität bonn	university of helsinki	university of veterinary medicine hannover	christian-albrechts-universitat kiel
AirfRANS: High Fidelity Computational Fluid Dynamics Dataset for Approximating Reynolds-Averaged Navier–Stokes Solutions	université pierre et marie curie - paris 6, computer science lab  - pierre and marie curie university, paris, france	extrality	sorbonne university	sorbonne university & criteo ai lab, paris
Towards Human-Level Bimanual Dexterous Manipulation with Reinforcement Learning	south china university of technology	peking university	tsinghua university, tsinghua university	university college london	peking university	peking university	uc irvine	peking university	ucla	aig
LIPS - Learning Industrial Physical Simulation benchmark suite	irt systemx	rte	rte	none	ecole normale superieure		irt systemx	none	nvidia	nvidia
Touch and Go: Learning from Human-Collected Vision and Touch	university of michigan - ann arbor	university of michigan - ann arbor	electrical engineering and computer science, university of michigan - ann arbor	university of michigan - ann arbor		university of michigan
The Dollar Street Dataset: Images Representing the Geographic and Socioeconomic Diversity of the World	coactive ai	georgia institute of technology	stanford university	mlcommons	harvard university	stanford university
DDXPlus: A New Dataset For Automatic Medical Diagnosis	mila - institut québécois en intelligence artificielle	borealis ai	mila	université de montréal	mila
FACT: Learning Governing Abstractions Behind Integer Sequences	ethz - eth zurich	eth zurich	none	eth zurich
AutoWS-Bench-101: Benchmarking Automated Weak Supervision with 100 Labels	university of wisconsin-madison	university of wisconsin madison	university of wisconsin - madison	university of wisconsin-madison	department of computer science, university of wisconsin - madison	columbia university	none	none	university of wisconsin, madison	university of wisconsin, madison
K-Radar: 4D Radar Object Detection for Autonomous Driving in Various Weather Conditions	korea advanced institute of science and technology	korea advanced institute of science and technology	kaist
HandMeThat: Human-Robot Communication in Physical and Social Environments	tsinghua university	mit	mit
How Well Do Unsupervised Learning Algorithms Model Human Real-time and Life-long Learning?	massachusetts institute of technology	stanford university	massachusetts institute of technology	allen institute	yale university	none	massachusetts institute of technology	
MSDS: A Large-Scale Chinese Signature and Token Digit String Dataset for Handwriting Verification	college of electronic and information engineering, south china university of technology	south china university of technology	huazhong university of science and technology	south china university of technology
A Unified Evaluation of Textual Backdoor Learning: Frameworks and Benchmarks	tsinghua university, tsinghua university	huazhong university of science and technology	清华大学	huazhong university of science and technology	tsinghua university	tsinghua university
MBW: Multi-view Bootstrapping in the Wild	carnegie mellon university	carnegie mellon university	apple	cmu	apple	university of adelaide
Chartalist: Labeled Graph Datasets for UTXO and Account-based Blockchains	university of manitoba	tu berlin	university of texas, dallas	university of texas, dallas	umanitoba
Learning Long-Term Crop Management Strategies with CyclesGym	eth zurich	eth zurich	swiss federal institute of technology	agroscope	none	wageningen university and research	eth zurich	eth zurich
PDEBench: An Extensive Benchmark for Scientific Machine Learning	nec laboratories europe	university of stuttgart	university of stuttgart	csiro data61	nec laboratories europe gmbh	university of stuttgart	universität stuttgart / nec labs europe
Unravelling the Performance of Physics-informed Graph Neural Networks for Dynamical Systems	indian institute of technology delhi	indian institute of technology delhi	none	indian institute of technology delhi	indian institute of technology delhi	iit delhi
A Greek Parliament Proceedings Dataset for Computational Linguistics and Political Analysis	athens university of economics and business	athens university of economics and business	stockholm university	athens university of economics and business
A Survey and Datasheet Repository of Publicly Available US Criminal Justice Datasets	university of cambridge	university of sussex	cambridge, alan turing institute
CARLANE: A Lane Detection Benchmark for Unsupervised Domain Adaptation from Simulation to multiple Real-World Domains	autonomous university of barcelona / university of applied science kempten	technical university berlin, kempten university of applied sciences	university of applied science kempten
SurDis: A Surface Discontinuity Dataset for Wearable Technology to Assist Blind Navigation in Urban Environments	a.i. system research co., ltd. kyoto, japan, 606-8302.	tunku abdul rahman university of management and technology
Towards Open Set 3D Learning: Benchmarking and Understanding Semantic Novelty Detection on Pointclouds	politecnico di torino	politecnico di torino	kul
OLIVES Dataset: Ophthalmic Labels for Investigating Visual Eye Semantics	georgia institute of technology	georgia institute of technology	georgia institute of technology	rice university	georgia institute of technology	none
A Benchmark for Compositional Visual Reasoning	aniti - brown university	aniti	brown university, ellis alicante		brown university
EHRSQL: A Practical Text-to-SQL Benchmark for Electronic Health Records	kaist	korea advanced institute of science and technology	kaist	none	korea advanced institute of science & technology	kaist	kaist	none	kaist
pyKT: A Python Library to Benchmark Deep Learning based Knowledge Tracing Models	tal education group	jilin university	tal education group	university of macau	michigan state university	jinan university
xView3-SAR: Detecting Dark Fishing Activity Using Synthetic Aperture Radar Imagery	none	cambrio	defense innovation unit	none	defense innovation unit	cambrio	none	stanford university
ETAB: A Benchmark Suite for Visual Representation Learning in Echocardiography	uc berkeley	none	mit
The BigScience ROOTS Corpus: A 1.6TB Composite Multilingual Dataset	hugging face	hugging face	hugging face	leipzig university	cnrs	hugging face	ethz - eth zurich	docusign, inc.	apple	none	humboldt universität berlin	none	hugging face	university of washington	airbus	eleutherai	university of copenhagen	hugging face	university of western australia	sorbonne université & cnrs	twitch	government	na	centralesupelec	national library of norway	telefonica research	hugging face	massachusetts institute of technology	none	humboldt universität berlin	none	university of british columbia	british library	king fahad university of petroleum and minerals	none	detomo inc.	universidad del país vasco	university of the basque country. upv/ehu.	allen institute for ai	sap	universität mannheim	cornell university	none	university college london	vietai	ho chi minh city university of science, vietnam national university	groupby inc	none	queen mary university london	hugging face	universität innsbruck	hugging face	hugging face	hugging face
APT-36K: A Large-scale Benchmark for Animal Pose Estimation and Tracking	hangzhou dianzi university	hangzhou dianzi university	the university of sydney, university of sydney	the university of sydney	national university of defense technology, tsinghua university	university of technology, sydney
NAS-Bench-Suite-Zero: Accelerating Research on Zero Cost Proxies	university of freiburg, universität freiburg	abacus.ai	university of freiburg	university of toronto	universität freiburg	university of freiburg & bosch
OpenFWI: Large-scale Multi-structural Benchmark Datasets for Full Waveform Inversion	rutgers university	los alamos national laboratory	los alamos national laboratory	michigan state university	the pennsylvania state university	los alamos national laboratory	boston university	microsoft	los alamos national laboratory
Forecasting Future World Events With Neural Networks	cmu	university of california, berkeley	university of california, berkeley	massachusetts institute of technology	university of illinois urbana-champaign	university of california, berkeley	uc berkeley	uc berkeley	university of oxford	center for ai safety
How Would The Viewer Feel? Estimating Wellbeing From Video Scenarios	university of illinois urbana-champaign	university of california berkeley	cmu	university of chicago	independent	uc berkeley	university of illinois at urbana-champaign	uc berkeley	center for ai safety
StrokeRehab: A Benchmark Dataset for Sub-second Action Identification	new york university	new york university	nyu langone	new york university	prudential financial	none	none	none	none	nyu
FLamby: Datasets and Benchmarks for Cross-Silo Federated Learning in Realistic Healthcare Settings	owkin	université côte d'azur	inria	swiss federal institute of technology lausanne	university of southern california	owkin	inria lille	owkin	inria / accenture	university of southern california	owkin	ecole polytechnique, ipparis	inria	inria	helmholtzai	university of southern california	inria	ecole polytechnique, ipparis	epfl	uc berkeley		inria	inria	owkin
TAP-Vid: A Benchmark for Tracking Any Point in a Video	deepmind	deepmind	deepmind	deepmind	deepmind	deepmind	deepmind	deepmind & university of oxford	deepmind
FinRL-Meta: Market Environments and Benchmarks for Data-Driven Financial Reinforcement Learning	columbia university	columbia university	none	university of virginia	columbia university	shanghai jiao tong university	new york university shanghai	northwestern university	none
Wukong: A 100 Million Large-scale Chinese Cross-modal Pre-training Benchmark	huawei noah's ark lab	huawei technologies ltd.	huawei noah‘s ark lab	huawei technologies co., ltd	huawei	sun yat-sen university	harbin institute of technology	sun yat-sen university	noah's ark lab, huawei inc.	noah’s ark lab, huawei technologies	huawei technologies	huawei noah’s ark lab
TGEA 2.0: A Large-Scale Diagnostically Annotated Dataset with Benchmark Tasks for Text Generation of Pretrained Language Models	tianjin university	tianjin university	tianjin university	huawei technologies ltd.	huawei noah's ark lab	tianjin university
BackdoorBench: A Comprehensive Benchmark of Backdoor Learning	the chinese university of hong kong, shenzhen	the chinese university of hong kong(shenzhen)	nankai university	none	the chinese university of hong kong, shenzhen	xi'an university of electronic science and technology	xi’an jiaotong university
ADBench: Anomaly Detection Benchmark	shanghai university of finance and economics	carnegie mellon university	shanghai university of finance & economics	sufe ai lab	carnegie mellon university
M4Singer: A Multi-Style, Multi-Singer and Musical Score Provided Mandarin Singing Corpus	zhejiang university	zhejiang university	zhejiang university	university of science and technology of china	zhejiang university	sea ai lab	zhejiang university	zhejiang university	huawei technologies ltd.	huawei noah's ark lab	zhejiang university
IKEA-Manual: Seeing Shape Assembly Step by Step	stanford university	stanford university	mit	autodesk	autodesk	stanford university
GriddlyJS: A Web IDE for Reinforcement Learning	queen mary, university of london	ucl & fair	university college london	university college london, facebook ai research
EnvPool: A Highly Parallel Reinforcement Learning Environment Execution Engine	openai	mila	drexel university	peking university	snap inc	nvidia	national university of singaore, national university of singapore	school of computer science, carnegie mellon university	cmu, carnegie mellon university	school of computer science, carnegie mellon university	sea ai lab	sea ai lab
Ambiguous Images With Human Judgments for Robust Visual Event Classification	department of computer science, whiting school of engineering	johns hopkins university	jhu	johns hopkins
Evaluating Out-of-Distribution Performance on Document Image Classifiers	vanderbilt university + dryviq	university of michigan - ann arbor	none	none	vanderbilt university
USB: A Unified Semi-supervised Learning Benchmark for Classification	tokyo institute of technology	cmu, carnegie mellon university	max-planck-institut for informatics	tsinghua university, tsinghua university	carnegie mellon university	microsoft	nanjing university	westlake university	nanjing university	nanjing university	nara institute of science and technology, japan	nanjing university	nanjing university	nara institute of science and technology, japan	peking university	carnegie mellon university	carnegie mellon university	tokyo institute of technology	max planck institute for informatics	microsoft research asia	microsoft research asia	westlake university
OpenSRH: optimizing brain tumor surgery using intraoperative stimulated Raman histology	university of michigan	university of michigan - ann arbor	university of michigan	university of michigan - ann arbor	invenio	university of michigan - ann arbor	university of michigan - ann arbor	none	lg ai research / u. michigan	university of michigan
Video compression dataset and benchmark of learning-based video-quality metrics	lomonosov moscow state university	lomonosov moscow state university	moscow state university, lomonosov moscow state university	moscow state university, lomonosov moscow state university	moscow state university, lomonosov moscow state university	dubna international university for nature, society and man
Flare7K: A Phenomenological Nighttime Flare Removal Dataset	nanyang technological university	nanyang technological university	nanyang technological university	nanyang technological university	nanyang technological university
GOOD: A Graph Out-of-Distribution Benchmark	texas a&m university	texas a&m university - college station	texas a&m	texas a&m university
A new dataset for multilingual keyphrase generation	department of computer science and operations research, université de montréal	university of montreal
TaiSu: A 166M Large-scale High-Quality Dataset for Chinese Vision-Language Pre-training	xi'an jiaotong university	institute of automation, chinese academy of science	beijing normal university	beijing normal university		institute of automation, chinese academy of science, chinese academy of sciences	tsinghua university, tsinghua university	xi'an jiao tong university	institute of automation, chinese academy of science	institute of automation, chinese academy of sciences
